Run,Date,Start time,End/run time,Shifter,PDS expert,Active Endpoints,# triggers,type,Configuration,Issues/Comments,,,,,,,,,,,,,,,,,,,,,,
27905,09/07/2024,10:55,180 s,acervera,,"104,105,107,109",,LED,OV = HPK_3_FBK_7. 1400,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
27906,09/07/2024,11:01,180 s,acervera,,"104,105,107,109",,LED,OV = HPK_3_FBK_7. 1800,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
27907,09/07/2024,11:06,180 s,acervera,,"104,105,107,109",,LED,OV = HPK_3_FBK_7. 2200,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
27908,09/07/2024,11:11,180 s,acervera,,"104,105,107,109",,LED,OV = HPK_3_FBK_7. 2800,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OVERVOLTAGE+INTENSITY Calibration Runs APAs 34. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2000. Trigger_ad-hoc 0x7:6250Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
27909,09/07/2024,11:18,120 s,acervera,,"111,112,113",,LED,OV = HPK_3_FBK_7. mask_channel=1. bias_%=1400,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27910,09/07/2024,11:22,120 s,acervera,,"111,112,113",,LED,OV = HPK_3_FBK_7. mask_channel=1. bias_%=1600,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27911,09/07/2024,11:26,120 s,acervera,,"111,112,113",,LED,OV = HPK_3_FBK_7. mask_channel=1. bias_%=1800,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27912,09/07/2024,11:32,120 s,acervera,,"111,112,113",,LED,OV = HPK_3_FBK_7. mask_channel=12. bias_%=2000,PDE 50%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27913,09/07/2024,11:39,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=1. bias_%=1400,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27914,09/07/2024,11:41,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=1. bias_%=1600,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27915,09/07/2024,11:44,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=1. bias_%=1800,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27916,09/07/2024,11:47,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=12. bias_%=2000,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917,09/07/2024,11:50,60 s,acervera,,"111,112,113",,LED,OV = HPK_2_FBK_3.5. mask_channel=1. bias_%=1400,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27918,09/07/2024,11:53,60 s,acervera,,"111,112,113",,LED,OV = HPK_2_FBK_3.5. mask_channel=1. bias_%=1600,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27919,09/07/2024,11:56,60 s,acervera,,"111,112,113",,LED,OV = HPK_2_FBK_3.5. mask_channel=1. bias_%=1800,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
27920,09/07/2024,11:59,60 s,acervera,,"111,112,113",,LED,OV = HPK_2_FBK_3.5. mask_channel=12. bias_%=2000,PDE 40%. LEDS only 2 diagonals,hacer otro a 2200,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,OV FBK: 5.5 6.25 7,,,,,,,,,,,,,,,,,,,,,
,DEBUGGING UNDERBIASED CHANNELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2000. Trigger_ad-hoc 0x7:6250Hz. 20Hz daq triger_rate. Change trim for HPK underbiased channels: use mean of previous-posterior channel for 3 channels in ep 112 and posterior for 1 channel in ep 107",,,,,,,,,,,,,,,,,,,,,,,
27941,10/07/2024,9:57,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=1. bias_%=1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
27942,10/07/2024,9:59,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=1. bias_%=1600,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
27943,10/07/2024,10:02,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=1. bias_%=1800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
27944,10/07/2024,10:05,60 s,acervera,,"111,112,113",,LED,OV = HPK_2.5_FBK_4.5. mask_channel=12. bias_%=2000,PDE 45%.LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TEST NEW BIAS-TRIM FILE FOR BEAM RUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27945,10/07/2024,11:04,60 s,acervera,,"111,112,113",,LED,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1, ticks_width:1, Pulse_bias_percent_270nm:1600. Trigger_ad-hoc 0x7:6250Hz. 20Hz daq triger_rate. No modification in underbiased channels",file is somehow corrupted,,,,,,,,,,,,,,,,,,,,,,
27946,10/07/2024,11:12,60 s,acervera,,"104,105,107,109",,LED,"Calibration Run. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1800. Trigger_ad-hoc 0x7:20Hz. 20Hz daq triger_rate. No modification in underbiased channels",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Purity Combo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27947,10/07/2024,11:39,600 s,acervera,,"111,112,113",,COSMIC,20Hz daq triger_rate. OV = HPK_2.5_FBK_4.5,,,,,,,,,,,,,,,,,,,,,,,
27950,10/07/2024,11:39,300 s,acervera,,"111,112,113",,NOISE,20Hz daq triger_rate. 2 KHz 0x7. LED OFF. OV = HPK_2.5_FBK_4.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NEW FIRMWARE TESTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28018,16/07/2024,9:35,,marroyav,,"111,112,113",,,PDS selftrigger + trigger primitives + mux opt; APA34_Cosmics [ELOG],,,,,,,,,,,,,,,,,,,,,,,
28019,16/07/2024,10:13,,marroyav,,"111,112,113",,,PDS selftrigger + trigger primitives + mux opt; APA34_Cosmics,,,,,,,,,,,,,,,,,,,,,,,
28022,16/07/2024,15:41,,marroyav,,"104,105,107,109,111,112,113",,,"testing new firmware self trigger, trigger primitives etc, ALL boards; APA1234_Cosmics",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1864 B = 14912 b = 466 * 32 b,,,,For calibration we would like ~50000 wvfs/ch,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 kHz = 150 · 75 MBps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 kHz = 300 · 150 MBps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 kHz = 591 · 295 MBps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 kHz = 733 · 366 MBps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 kHz = 822 · 436 MBps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8 kHz = 760 · 480 MBps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OVERVOLTAGE+INTENSITY Calibration Runs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28147,26/07/2024,12:17,180s,lperez,,109,,LED,Calibration test. 6250Hz (0x7) --> we expect 105000 wvf/ch (should be enough) NEED TO CONFIRM,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA2,,,,,,,,"Calibration Run APA2. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000. Trigger_ad-hoc 0x7:6250Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28148,26/07/2024,12:53,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:1400,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28149,26/07/2024,12:58,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:1800,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28150,26/07/2024,13:05,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:2200,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28151,26/07/2024,13:10,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:2800,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28152,26/07/2024,13:14,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:3400,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28153,26/07/2024,13:19,180s,lperez,,109,,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:4000,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28159,26/07/2024,13:48,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:1400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28160,26/07/2024,13:52,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:1800,PDE 45%. LEDS on in diagonal. Some records are corrupted (python_decoder - we need to skip them --> still weird wvfs),,,,,,,,,,,,,,,,,,,,,,
28161,26/07/2024,13:57,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:2200,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28162,26/07/2024,14:01,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:2800,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28163,26/07/2024,14:06,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:3400,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28164,26/07/2024,14:10,180s,lperez,,109,,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50.  Pulse_bias_percent_270nm:4000,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28170,26/07/2024,14:36,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:1400,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28171,26/07/2024,14:40,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:1800,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28172,26/07/2024,14:45,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:2200,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28173,26/07/2024,14:49,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:2800,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28174,26/07/2024,14:53,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:3400,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28175,26/07/2024,14:57,180s,lperez,,109,,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50.  Pulse_bias_percent_270nm:4000,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:6250Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28154,26/07/2024,13:23,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=1. bias_%=1400,PDE 40%. LEDS on in center. rucio path error,,,,,,,,,,,,,,,,,,,,,,
28155,26/07/2024,13:28,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=1. bias_%=1600,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28156,26/07/2024,13:33,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=1. bias_%=1800,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28157,26/07/2024,13:37,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=12. bias_%=2000,PDE 40%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28158,26/07/2024,13:42,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=12. bias_%=2200,PDE 40%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28165,26/07/2024,14:15,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=1. bias_%=1400,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28166,26/07/2024,14:20,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=1. bias_%=1600,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28167,26/07/2024,14:24,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=1. bias_%=1800,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28168,26/07/2024,14:29,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=12. bias_%=2000,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28169,26/07/2024,14:34,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=12. bias_%=2200,PDE 45%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28176,26/07/2024,15:07,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=1. bias_%=1400,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28177,26/07/2024,15:12,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=1. bias_%=1600,PDE 50%. LEDS on in center. rucio path error,,,,,,,,,,,,,,,,,,,,,,
28179,26/07/2024,15:19,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=1. bias_%=1800,PDE 50%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28180,26/07/2024,15:23,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=12. bias_%=2000,PDE 50%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28181,26/07/2024,15:27,180s,lperez,,"111,112,113",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=12. bias_%=2200,PDE 50%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA1,,,,,,,,"Calibration Run APA1. Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:50, ticks_width:20, Pulse_bias_percent_270nm:1400-4000.",,,,,,,,,,,,,,,,,,,,,,,
28183,26/07/2024,15:27,600s,lperez,,"104,105,110",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:1400. 40Hz daq triger_rate.Trigger_ad-hoc 0x7:20Hz ,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28186,26/07/2024,16:02,200s,lperez,,"104,105,110",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:1800. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28187,26/07/2024,16:10,240s,lperez,,"104,105,110",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:2200. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28188,26/07/2024,16:17,240s,lperez,,"104,105,110",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=50. Pulse_bias_percent_270nm:2800. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 40%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28189,26/07/2024,16:29,240s,lperez,,"104,105,110",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:1400. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28191,26/07/2024,16:33,240s,lperez,,"104,105,110",,LED,OV = HPK_2.5V_FBK_4.5V.  mask_channel=50. Pulse_bias_percent_270nm:1800. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28193,26/07/2024,16:38,240s,lperez,,"104,105,110",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:2200. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28195,26/07/2024,16:44,240s,lperez,,"104,105,110",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=50. Pulse_bias_percent_270nm:2800. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 45%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28196,26/07/2024,,240s,lperez,,"104,105,110",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:1400. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28197,26/07/2024,,240s,lperez,,"104,105,110",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:1800. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28198,26/07/2024,,240s,lperez,,"104,105,110",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:2200. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
28200,26/07/2024,,240s,lperez,,"104,105,110",,LED,OV = HPK_3.0V_FBK_7.0V. mask_channel=50. Pulse_bias_percent_270nm:2800. 20Hz daq triger_rate.Trigger_ad-hoc 0x7:50Hz ,PDE 50%. LEDS on in diagonal,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,HV rump down cosmics,,,,,,,,,,,,,,,,,,,,,,,
28209,29/07/2024,,180s,,,,,COSMIC,"Cosmics with APAs 1,2,3,4 (standalone PDS run).  OV(PDE 45%). First run before rump down starts",,,,,,,,,,,,,,,,,,,,,,,
28210,29/07/2024,,180s,,,,,COSMIC,180kV,,,,,,,,,,,,,,,,,,,,,,,
28211,29/07/2024,,180s,,,,,COSMIC,160kV,,,,,,,,,,,,,,,,,,,,,,,
28212,29/07/2024,,180s,,,,,COSMIC,140kV,,,,,,,,,,,,,,,,,,,,,,,
28213,29/07/2024,,600s,,,,,COSMIC,120kV,,,,,,,,,,,,,,,,,,,,,,,
28215,29/07/2024,,180s,,,,,COSMIC,80kV,,,,,,,,,,,,,,,,,,,,,,,
28216,29/07/2024,,180s,,,,,COSMIC,60kV,,,,,,,,,,,,,,,,,,,,,,,
28217,29/07/2024,,600s,,,,,COSMIC,40kV,,,,,,,,,,,,,,,,,,,,,,,
28218,29/07/2024,,180s,,,,,COSMIC,20kV,,,,,,,,,,,,,,,,,,,,,,,
28219,29/07/2024,,180s,,,,,COSMIC,"Cosmics with APAs 1,2,3,4.  OV(PDE 45%). First run after rump down ends",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Threshold vs bandwdth studies,,,,,,,,,,,,,,,,,,,,,,,
28269,29/07/2024,17:23,80s,lperez,,,,,Threshold in self-trigger modules set to 100,,,,,,,,,,,,,,,,,,,,,,,
28272,29/07/2024,,80s,lperez,,,,,95,,,,,,,,,,,,,,,,,,,,,,,
28275,29/07/2024,,80s,lperez,,,,,90,,,,,,,,,,,,,,,,,,,,,,,
28278,29/07/2024,,80s,lperez,,,,,85,,,,,,,,,,,,,,,,,,,,,,,
28281,29/07/2024,,80s,lperez,,,,,80,,,,,,,,,,,,,,,,,,,,,,,
28284,29/07/2024,,80s,lperez,,,,,75,,,,,,,,,,,,,,,,,,,,,,,
28287,29/07/2024,,80s,lperez,,,,,70,,,,,,,,,,,,,,,,,,,,,,,
28290,29/07/2024,,80s,lperez,,,,,65,,,,,,,,,,,,,,,,,,,,,,,
28294,29/07/2024,,80s,lperez,,,,,60,,,,,,,,,,,,,,,,,,,,,,,
28298,29/07/2024,,80s,lperez,,,,,55,,,,,,,,,,,,,,,,,,,,,,,
28301,29/07/2024,,80s,lperez,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
28304,29/07/2024,,80s,lperez,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
28308,29/07/2024,,80s,lperez,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
28311,29/07/2024,,80s,lperez,,,,,35,,,,,,,,,,,,,,,,,,,,,,,
28315,29/07/2024,,80s,lperez,,,,,30,,,,,,,,,,,,,,,,,,,,,,,
28318,29/07/2024,,80s,lperez,,,,,25,,,,,,,,,,,,,,,,,,,,,,,
28322,29/07/2024,,80s,lperez,,,,,20,,,,,,,,,,,,,,,,,,,,,,,
28326,29/07/2024,,80s,lperez,,,,,15,,,,,,,,,,,,,,,,,,,,,,,
28330,29/07/2024,,80s,lperez,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
28331,29/07/2024,,80s,lperez,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OVERVOLTAGE+INTENSITY Calibration Runs (reduce daq and 0x7 frecuencies -- corrupted records?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,APA34,,,,,,,,"Calibration Run. APAs34.Bias DCS:30V. Tests 270nm: SSP_config. pulse_mode:single, mask_channel:1,12, ticks_width:1, Pulse_bias_percent_270nm:1400-2200. Trigger_ad-hoc 0x7:3125Hz. 20Hz daq triger_rate. ",,,,,,,,,,,,,,,,,,,,,,,
28361,29/07/2024,0:04,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=1. bias_%=1400,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28362,29/07/2024,0:08,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=1. bias_%=1600,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28364,29/07/2024,0:15,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=1. bias_%=1800,PDE 40%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28365,29/07/2024,0:20,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=12. bias_%=2000,PDE 40%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
28366,29/07/2024,0:25,180s,lperez,,"111,112,113",,LED,OV = HPK_2.0V_FBK_3.5V. mask_channel=12. bias_%=2200,PDE 40%. LEDS only 2 diagonals,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28368,29/07/2024,0:34,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=1. bias_%=1400,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28369,30/07/2024,0:38,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=1. bias_%=1600,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
28370,29/07/2024,0:43,180s,lperez,,"111,112,113",,LED,OV = HPK_2.5V_FBK_4.5V. mask_channel=1. bias_%=1800,PDE 45%. LEDS on in center,,,,,,,,,,,,,,,,,,,,,,
